run_id,campaign,group_id,commit,is_baseline,main_256,main_512,main_1024,control_fitness,probe_fitness,fork_effect,final_fitness,future_gain_from_control
/home/bulatov/yaroslav-multifidelity/runs/fork-to-zero-mechanism-v1-gpu0/ideas/idea-0003-decoupled-retention-and-write-gates/v001/implementations/impl-4235480e469ba3d2fc7fc4f51e863488981e9ed8/training,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0003-decoupled-retention-and-write-gates/v001,4235480e469ba3d2fc7fc4f51e863488981e9ed8,False,0.13781887842996735,0.1516921256617569,0.16402046975462536,0.16935374610486384,0.171609006040637,0.002255259935773163,0.19756989034871086,0.028216144243847024
/home/bulatov/yaroslav-multifidelity/runs/fork-to-zero-mechanism-v1-gpu0/ideas/idea-0003-decoupled-retention-and-write-gates/v001/implementations/impl-4f4d50a33f8d80c478a9bf9f78939c2e64b57ad9/training,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0003-decoupled-retention-and-write-gates/v001,4f4d50a33f8d80c478a9bf9f78939c2e64b57ad9,False,0.1378283761060727,0.15182570409170273,0.16419013217305642,0.169445574081605,0.1716885569576788,0.0022429828760738013,0.19756598703967124,0.02812041295806625
/home/bulatov/yaroslav-multifidelity/runs/fork-to-zero-mechanism-v1-gpu0/ideas/idea-0003-decoupled-retention-and-write-gates/v001/implementations/impl-a1449a7af1b9417ca7219098d7f9200108f805ba/training,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0003-decoupled-retention-and-write-gates/v001,a1449a7af1b9417ca7219098d7f9200108f805ba,False,0.13781887842996735,0.15160703456640387,0.16399626088525182,0.1692219176227705,0.1714765848723357,0.00225466724956519,0.19749185346104473,0.028269935838274224
/home/bulatov/yaroslav-multifidelity/runs/fork-to-zero-mechanism-v1-gpu0/ideas/idea-0003-decoupled-retention-and-write-gates/v001/implementations/impl-cf414918523b872d21c1294aeb67bc2fc885de18/training,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0003-decoupled-retention-and-write-gates/v001,cf414918523b872d21c1294aeb67bc2fc885de18,False,0.13780368487053343,0.15160473613195677,0.16381089670084856,0.16939103921402557,0.171556013038257,0.00216497382423142,0.19743726430926575,0.028046225095240185
/home/bulatov/yaroslav-multifidelity/runs/fork-to-zero-mechanism-v1-gpu0/ideas/idea-0003-decoupled-retention-and-write-gates/v001/implementations/impl-d78195482d94621fb96c04040b6801112a6e0504/training,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0003-decoupled-retention-and-write-gates/v001,d78195482d94621fb96c04040b6801112a6e0504,False,0.13781887842996735,0.1516921256617569,0.16406352539703373,0.1693652191585936,0.171609006040637,0.002243786882043408,0.19754647280772802,0.02818125364913443
/home/bulatov/yaroslav-multifidelity/runs/fork-to-zero-mechanism-v1-gpu0/ideas/idea-0007-normalized-direction-gated-write-magnitude/v001/implementations/impl-24373c73464653e4c2f2aadd45ca40c13927b706/training,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0007-normalized-direction-gated-write-magnitude/v001,24373c73464653e4c2f2aadd45ca40c13927b706,False,0.13781887842996735,0.1516921256617569,0.16405275936741257,0.1694053870913095,0.17161195105627156,0.0022065639649620494,0.1975933134422731,0.028187926350963594
/home/bulatov/yaroslav-multifidelity/runs/fork-to-zero-mechanism-v1-gpu0/ideas/idea-0007-normalized-direction-gated-write-magnitude/v001/implementations/impl-3e3d542e9cc38a6dae3084abe77c10696a1633a5/training,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0007-normalized-direction-gated-write-magnitude/v001,3e3d542e9cc38a6dae3084abe77c10696a1633a5,False,0.13781887842996735,0.1516944267467613,0.1640796770911955,0.16940825695844416,0.1716355148207267,0.0022272578622825334,0.1976050270718887,0.02819677011344454
/home/bulatov/yaroslav-multifidelity/runs/fork-to-zero-mechanism-v1-gpu0/ideas/idea-0007-normalized-direction-gated-write-magnitude/v001/implementations/impl-4235480e469ba3d2fc7fc4f51e863488981e9ed8/training,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0007-normalized-direction-gated-write-magnitude/v001,4235480e469ba3d2fc7fc4f51e863488981e9ed8,False,0.13781887842996735,0.1516921256617569,0.1640931392658473,0.1693623507494284,0.17162667765077402,0.00226432690134562,0.19760893192372295,0.028246581174294544
/home/bulatov/yaroslav-multifidelity/runs/fork-to-zero-mechanism-v1-gpu0/ideas/idea-0007-normalized-direction-gated-write-magnitude/v001/implementations/impl-7c58097d6551a7cd48ed94cfc812e5efb5b42db6/training,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0007-normalized-direction-gated-write-magnitude/v001,7c58097d6551a7cd48ed94cfc812e5efb5b42db6,False,0.13781887842996735,0.1516921256617569,0.1639881928501148,0.1694053870913095,0.1716001716001716,0.0021947845088620965,0.19760893192372295,0.02820354483241344
/home/bulatov/yaroslav-multifidelity/runs/fork-to-zero-mechanism-v1-gpu0/ideas/idea-0012-retention-conditioned-write-budget/v001/implementations/impl-0e42dd251ffc021f9b61d6e156640cc533a05e83/training,fork-to-zero-mechanism-v1-gpu0,fork-to-zero-mechanism-v1-gpu0/ideas/idea-0012-retention-conditioned-write-budget/v001,0e42dd251ffc021f9b61d6e156640cc533a05e83,False,0.1377809008115295,0.15150137866254582,0.163856527224762,0.16919614909564656,0.17141779659564255,0.0022216474999959823,0.19697835207910652,0.027782202983459958
